onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	4	car	destination	26	car	1.0124	1
24	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
54	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
84	24	study_trial	2	car	n/a	0	n/a	0	0
114	24	study_trial	2	car	n/a	0	n/a	0	0
144	0	catch_trial	2	car	direction	52	left	1.3485	1
165	24	study_trial	4	car	n/a	0	n/a	0	0
195	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
225	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
255	24	study_trial	4	car	n/a	0	n/a	0	0
