onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	8	subway	n/a	0	n/a	0	0
39	24	study_trial	5	truck	n/a	0	n/a	0	0
69	24	study_trial	7	bank	n/a	0	n/a	0	0
99	0	catch_trial	8	subway	destination	46	bank	2.1958	0
118.5	24	study_trial	8	subway	n/a	0	n/a	0	0
148.5	24	study_trial	6	door	n/a	0	n/a	0	0
178.5	24	study_trial	7	bank	n/a	0	n/a	0	0
208.5	0	catch_trial	7	bank	direction	33	right	1.8005	1
225	24	study_trial	5	truck	n/a	0	n/a	0	0
255	24	study_trial	6	door	n/a	0	n/a	0	0
